MEJOR PILOTO  1 ;
TIEMPO: ;983.97
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
113.1;103.1;79.71;39.85;
MEJOR PILOTO  2 ;
TIEMPO: ;1005.67
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
116.08;106.08;76.38;38.19;
MEJOR PILOTO  3 ;
TIEMPO: ;1019.36
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
103.23;93.23;74.82;37.41;
MEJOR PILOTO  4 ;
TIEMPO: ;1038.24
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
171.38;161.38;67.21;33.6;
MEJOR PILOTO  5 ;
TIEMPO: ;1039.65
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
109.47;99.47;71.65;35.83;
MEJOR PILOTO  6 ;
TIEMPO: ;1045.96
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
100.46;90.46;74.86;37.43;
MEJOR PILOTO  7 ;
TIEMPO: ;1054.19
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
140.11;130.11;78.14;39.07;
MEJOR PILOTO  8 ;
TIEMPO: ;1054.56
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
106.61;96.61;77.42;38.71;
MEJOR PILOTO  9 ;
TIEMPO: ;1058.77
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
171.1;161.1;77.98;38.99;
MEJOR PILOTO  10 ;
TIEMPO: ;1063.25
TemperaturaMax;TemperaturaSegura;VoltajeMax;VoltajeReactivacion;
137.8;127.8;83.4;41.7;

